1,PropertyID,Street,City   ,ZipCode,Legal,SEV,Status,Closing date
328,14003926,4095 WEBB,DETROIT,48204,"S WEBB 76-77 LEWIS & CROFOOTS SUB NO 4 L26 P84 PLATS, W C R 14/192 65.86 X 104","$8,500 ",Active, 10-23-018 9:15:00 AM
329,14003936,4269 WEBB,DETROIT,48204,"S WEBB 203 STACKS LOVETT AVE SUB L37 P100 PLATS, W C R 14/200 35 X 104","$9,100 ",Active, 10-23-018 9:15:00 AM
330,14003989,3741 TUXEDO,DETROIT,48204,"S TUXEDO LOT 122 LEWIS & CROFOOTS SUB NO 4 L26 P84 PLATS, W C R 14/192 30 X 104","$9,900 ",Active, 10-23-018 9:15:00 AM
331,14003993,3773 TUXEDO,DETROIT,48204,"S TUXEDO 127 LEWIS & CROFOOTS SUB NO 4 L26 P84 PLATS, W C R 14/192 30 X 104","$4,800 ",Active, 10-23-018 9:15:00 AM
332,14004028,4257 TUXEDO,DETROIT,48204,"S TUXEDO 175 STACKS LOVETT AVE SUB L37 P100 PLATS, W C R 14/200 35 X 104","$5,100 ",Active, 10-23-018 9:15:00 AM
333,14004038,4262 TUXEDO,DETROIT,48204,"N TUXEDO 159 STACKS LOVETT AVE SUB L37 P100 PLATS, W C R 14/200 35 X 104","$5,100 ",Active, 10-23-018 9:15:00 AM
334,14004046,4200 TUXEDO,DETROIT,48204,"N TUXEDO 167 STACKS LOVETT AVE SUB L37 P100 PLATS, W C R 14/200 44.36 X 104","$4,500 ",Active, 10-23-018 9:15:00 AM
335,14004231,3736 ELMHURST,DETROIT,48204,"N ELMHURST 34 LEWIS & CROFOOTS SUB NO 5 L27 P70 PLATS, W C R 14/194 30 X 102","$6,600 ",Active, 10-23-018 9:15:00 AM
336,14004277,4281 DUANE,DETROIT,48204,"S DUANE 127 STACKS LOVETT AVE SUB L37 P100 PLATS, W C R 14/200 35 X 101","$9,100 ",Active, 10-23-018 9:15:00 AM
337,14005343,3733 WAVERLY,DETROIT,48238,"S WAVERLY 157 SULLIVANS DEXTER BLVD SUB NO 1 L55 P53 PLATS, W C R 14/211 35 X 101","$15,500 ",Active, 10-23-018 9:15:00 AM
338,14005526,4031 CLEMENTS,DETROIT,48238,"S CLEMENTS 572 ROBT OAKMANS LIVERNOIS & FORD HWY SUB L36 P2 PLATS, W C R 14/197 36 X 119.32",17100,Active, 10-23-018 9:15:00 AM
339,14005591,4102 CLEMENTS,DETROIT,48238,"N CLEMENTS 500 ROBT OAKMANS LIVERNOIS & FORD HWY SUB L36 P2 PLATS, W C R 14/197 35 X 119.32","$2,100 ",Active, 10-23-018 9:15:00 AM
340,14005686,4264 GRAND,DETROIT,48238,"N GRAND 393 ROBT OAKMANS LIVERNOIS & FORD HWY SUB L36 P2 PLATS, W C R 14/197 35 X 109",$400 ,Active, 10-23-018 9:15:00 AM
341,14006646,8794 QUINCY,DETROIT,48204,"E QUINCY 36 DEXTER BOULEVARD SUB L30 P32 PLATS, W C R 14/169 38 X 105","$8,300 ",Active, 10-23-018 9:15:00 AM
342,14006659,9000 QUINCY,DETROIT,48204,"E QUINCY 215 COONLEYS SUB L31 P30 PLATS, W C R 14/170 39 X 105","$9,900 ",Active, 10-23-018 9:15:00 AM
343,14006665,9100 QUINCY,DETROIT,48204,"E QUINCY 307 COONLEYS SUB L31 P30 PLATS, W C R 14/170 36 X 105","$13,800 ",Active, 10-23-018 9:15:00 AM
344,14006668,9132 QUINCY,DETROIT,48204,"E QUINCY 397 COONLEYS SUB L31 P30 PLATS, W C R 14/170 36 X 105","$35,400 ",Active, 10-23-018 9:15:00 AM
345,14006681,9300 QUINCY,DETROIT,48204,"E QUINCY 62 LEWIS & CROFOOTS SUB L22 P70 PLATS, W C R 14/173 30 X 103","$4,300 ",Active, 10-23-018 9:15:00 AM
346,14007256,9699 OTSEGO,DETROIT,48204,"W OTSEGO 136 GRAHAM & CARROLLS GRAND RIVER SUB L30 P73 PLATS, W C R 14/176 30 X 124.46","$4,200 ",Active, 10-23-018 9:15:00 AM
347,14007345,8984 MACKINAW,DETROIT,48204,"E MACKINAW 146 LAMBRECHT KELLY & COS GRD RIVER TERMINAL SUB L27 P86 PLATS, W C R 14/162 140 IRREG",$500 ,Active, 10-23-018 9:15:00 AM
348,14007729,11687 N MARTINDALE,DETROIT,48204,"W MARTINDALE NO 395 BROWN & BABCOCKS SUB L16 P15 PLATS, W C R 14/178 30 X 115","$8,300 ",Active, 10-23-018 9:15:00 AM
349,14007803,9277 N MARTINDALE,DETROIT,48204,"W MARTINDALE NO 85 NORTHWESTERN HEIGHTS SUB L32 P7 PLATS, W C R 14/177 35 X 178","$6,100 ",Active, 10-23-018 9:15:00 AM
350,14007808,9243 N MARTINDALE,DETROIT,48204,"W MARTINDALE NO 90 NORTHWESTERN HEIGHTS SUB L32 P7 PLATS, W C R 14/177 35 X 178","$6,300 ",Active, 10-23-018 9:15:00 AM
351,14008432,4619 ROOSEVELT,DETROIT,48208,"W ROOSEVELT 162 HUBBARD & DINGWALLS SUB L16 P53 PLATS, W C R 14/75 30 X 130","$8,500 ",Active, 10-23-018 9:15:00 AM
352,14008473,4143 ROOSEVELT,DETROIT,48208,"W ROOSEVELT 184 J W JOHNSTONS SUB L1 P32-3 PLATS, W C R 14/66 50 X 130","$9,400 ",Active, 10-23-018 9:15:00 AM
353,14009883,5659 SCOTTEN,DETROIT,48210,"W SCOTTEN 2 ANDREW J SMITHS SUB L25 P61 PLATS, W C R 14/126 30 X 104","$3,300 ",Active, 10-23-018 9:15:00 AM
354,14010408,4512 BANGOR,DETROIT,48210,"E BANGOR 48 BLK 9 BELA HUBBARDS SUB L13 P5 PLATS, W C R 14/76 30 X 93","$9,800 ",Active, 10-23-018 9:15:00 AM
355,14010766,5001 LOVETT,DETROIT,48210,"W LOVETT 57 JAMES MCMILLANS SUB L12 P19 PLATS, W C R 14/73 31 X 205","$4,600 ",Active, 10-23-018 9:15:00 AM
356,14011180,5143 28TH ST,DETROIT,48210,"W 28TH 320 HAMMOND & RICHS SUB L6 P67 PLATS, W C R 14/59 30 X 175.8","$7,500 ",Active, 10-23-018 9:15:00 AM
357,14011525,6047 HARTFORD,DETROIT,48210,"W HARTFORD 31 GALLOWAY, BUTTERFIELD & HOWLANDS SUB L16 P37 PLATS, W C R 14/125 30 X 104","$3,300 ",Active, 10-23-018 9:15:00 AM
358,14011648,6587 STANFORD,DETROIT,48210,"W STANFORD 170 BLK 11 SCOVELS SUB L25 P91 PLATS, W C R 14/122 30 X 120",$200 ,Active, 10-23-018 9:15:00 AM
359,14011708,5709 STANFORD,DETROIT,48210,"W STANFORD 44 ANDREW J SMITHS SUB L25 P61 PLATS, W C R 14/126 30 X 102","$4,800 ",Active, 10-23-018 9:15:00 AM
360,14011764,4924 30TH ST,DETROIT,48210,"E 30TH 76 CRAINS SUB L3 P60 PLATS, WCR 14/189 32 X 157.68A","$9,300 ",Active, 10-23-018 9:15:00 AM
361,14011964,9333 RAVENSWOOD,DETROIT,48204,"N RAVENSWOOD 5 BLK 1 RAVENSWOOD SUB L10 P81 PLATS, W C R 14/179 30 X 120","$1,000 ",Active, 10-23-018 9:15:00 AM
362,14011994,9262 BROADSTREET,DETROIT,48204,"E BROADSTREET BLVD 188 BROWN & BABCOCKS SUB L16 P15 PLATS, W C R 14/178 30 X 147.50",10500,Active, 10-23-018 9:15:00 AM
363,14012071,11326 BROADSTREET,DETROIT,48204,"E BROADSTREET 274 BROWN & BABCOCKS SUB L16 P15 PLATS, W C R 14/178 30 X 125",$300 ,Active, 10-23-018 9:15:00 AM
364,14012379,9906 CASCADE,DETROIT,48204,"E CASCADE 1 AND VAC BOSTON AVE ADJ BLK 28 RAVENSWOOD SUB L10 P81 PLATS, W C R 14/179 49.95 IRREG","$4,800 ",Active, 10-23-018 9:15:00 AM
365,14012383,9930 CASCADE DETROIT,CITY OF DETROIT,48204,"E CASCADE 5 BLK 28 RAVENSWOOD SUB L10 P81 PLATS, W C R 14/179 30 X 110","$4,600 ",Active, 10-23-018 9:15:00 AM
366,14012432,11650 CASCADE,DETROIT,48204,"E CASCADE 18 MC QUADE HEIGHTS SUB L31 P6 PLATS, W C R 14/180 38 X 112.16","$4,700 ",Active, 10-23-018 9:15:00 AM
367,14012485-6,10003 CASCADE,DETROIT,48204,"W CASCADE 14 & 15 EXC ALLEY AS OPENED BLK 35 RAVENSWOOD SUB L10 P18 PLATS, W C R 14/179 60 X 102","$5,700 ",Active, 10-23-018 9:15:00 AM
368,14012785,9244 YOSEMITE,DETROIT,48204,"E YOSEMITE 3 EXC ALLEY AS OP BLK 9 RAVENSWOOD SUB L10 P81 PLATS, W C R 14/179 30 X 102","$7,500 ",Active, 10-23-018 9:15:00 AM
369,15002090,7386 MERKEL,DETROIT,48213,"S MERKEL 32 KIRSCHBAUMS SUB L32 P34 PLATS, W C R 15/246 40 X 70.89","$4,100 ",Active, 10-23-018 9:15:00 AM
370,15002220,7364 GUTHRIE,DETROIT,48213,"S GUTHRIE 20 GEO G EPSTEANS VAN DYKE PARK SUB L32 P8 PLATS, W C R 15/186 30 X 103.7A","$4,800 ",Active, 10-23-018 9:15:00 AM
371,15002837,7179 MILTON,DETROIT,48234,"N MILTON 258 HARRAHS LYNCH RD SUB L37 P45 PLATS, W C R 15/193 30 X 111",$300 ,Active, 10-23-018 9:15:00 AM
372,15002919-22,7059 PALMETTO,DETROIT,48234,N PALMETTO 298 THRU 301 HARRAHS LYNCH ROAD SUB L37 P45 W C R 15/193 120 X 112.40A,"$7,300 ",Active, 10-23-018 9:15:00 AM
373,15003465,6781 DRAKE,DETROIT,48212,"N DRAKE 171 NEWKIRK & DARLINGS SUB L13 P69 PLATS, W C R 15/198 30 X 119","$4,500 ",Active, 10-23-018 9:15:00 AM
374,15004223,6751 VARJO,DETROIT,48212,"N VARJO 22 BISHOPS N DETROIT SUB L36 P8 PLATS, W C R 15/204 30 X 107.60","$6,200 ",Active, 10-23-018 9:15:00 AM
375,15004694,7458 QUINN,DETROIT,48234,"S QUINN 34 MC NAMARAS SUB L34 P79 PLATS, W C R 15/210 30 X 130","$4,500 ",Active, 10-23-018 9:15:00 AM
376,15005121,6700 E EIGHT MILE,DETROIT,48234,"S EIGHT MILE RD 16 THRU 14 CUMMISKEYS OUTER BLVD SUB L46 P44 PLATS, W C R 15/255 119 X 113","$5,900 ",Active, 10-23-018 9:15:00 AM
377,15005179,20177 VAN DYKE,DETROIT,48234,"W VAN DYKE 108 EXC VAN DYKE AVE AS WD BASE LINE SUB L45 P82 PLATS, W C R 15/258 20 X 93.33A","$2,400 ",Active, 10-23-018 9:15:00 AM
378,15005363,18545 VAN DYKE,DETROIT,48234,"W VAN DYKE 77 EXC VAN DYKE AVE AS WD PACKARD PARK SUB L28 P63 PLATS, W C R 15/206 30 X 91.46A","$20,100 ",Active, 10-23-018 9:15:00 AM
379,15005375,18353 VAN DYKE,DETROIT,48234,"W VAN DYKE 237 EXC VAN DYKE AVE AS WD PACKARD PARK SUB L28 P63 PLATS, W C R 15/206 29.5 X 91.37A","$14,700 ",Active, 10-23-018 9:15:00 AM
380,15005899,19136 SPENCER,DETROIT,48234,"E SPENCER 137&138 STOTTERS SUB L34 P48 PLATS, W C R 15/212 66 X 100.81","$11,900 ",Active, 10-23-018 9:15:00 AM
381,15006348,19357 PACKARD,DETROIT,48234,"W PACKARD 109 SEVEN MILE GARDEN SUB L49 P95 PLATS, W C R 15/249 35 X 132","$4,400 ",Active, 10-23-018 9:15:00 AM
382,15006505,19222 ROGGE,DETROIT,48234,"E ROGGE N 10 FT 337 S 25 FT 338 NORTH DETROIT SUB L16 P40 PLATS, W C R 15/213 35 X 103.67A","$6,200 ",Active, 10-23-018 9:15:00 AM
383,15006759,8023 TOWNSEND,DETROIT,48213,"W TOWNSEND 52 HAFELIS SUB L37 P85 PLATS, W C R 15/239 35 X 100","$10,000 ",Active, 10-23-018 9:15:00 AM
384,15008277,19190 CARRIE,DETROIT,48234,"E CARRIE 260 S 15 FT 261 NORTH DETROIT SUB L16 P40 PLATS, W C R 15/213 45 X 100",6400,Active, 10-23-018 9:15:00 AM
385,15008409,20029 CARRIE,DETROIT,48234,"W CARRIE 61 HARDY SUB L44 P87 PLATS, W C R 15/257 40 X 125","$4,800 ",Active, 10-23-018 9:15:00 AM
386,15008429,19667 CARRIE,DETROIT,48234,"W CARRIE 409 PATERSON BROS & CO OUTER DRIVE-VAN DYKE SUB L46 P89 PLATS, W C R 15/260 40 X 100","$5,000 ",Active, 10-23-018 9:15:00 AM
387,15008433,19635 CARRIE,DETROIT,48234,"W CARRIE 405 PATERSON BROS & CO OUTER DRIVE-VAN DYKE SUB L46 P89 PLATS, W C R 15/260 40 X 100","$4,800 ",Active, 10-23-018 9:15:00 AM
388,15008477,19165 CARRIE,DETROIT,48234,"W CARRIE 243 NORTH DETROIT SUB L16 P40 PLATS, W C R 15/213 30 X 100",$600 ,Active, 10-23-018 9:15:00 AM
389,15009210,19682 HELEN,DETROIT,48234,"E HELEN 426 PATERSON BROS & CO OUTER DRIVE VAN DYKE SUB L46 P89 PLATS, W C R 15/260 40 X 100","$6,600 ",Active, 10-23-018 9:15:00 AM
390,15009392,18859 HELEN,DETROIT,48234,"W HELEN S 20 FT 76 75 N 13 FT 74 RAMM & CO 7 MI DRIVE ADD L44 P98 PLATS, W C R 15/227 66 X 114","$10,700 ",Active, 10-23-018 9:15:00 AM
391,15011099,18028 CONCORD,DETROIT,48234,"E CONCORD S 33 FT 75 RAMM & CO NORTH DETROIT SUB L45 P81 PLATS, W C R 15/229 33 X 114","$6,500 ",Active, 10-23-018 9:15:00 AM
392,15011149,18810 CONCORD,DETROIT,48234,"E CONCORD 31 RAMM & CO 7 MILE DRIVE ADD L44 P98 PLATS, W C R 15/227 35 X 114","$4,900 ",Active, 10-23-018 9:15:00 AM
393,15011419-34,13781 CONCORD,DETROIT,48212,"W CONCORD 42 THRU 47 N 20 FT 48AND E 7.5 FT OF VAC ALLEY ADJ CAVELLS NORTH DETROIT SUB L20 P38 PLATS, W C R 15/196 21,360 SQ FT","$10,600 ",Active, 10-23-018 9:15:00 AM
394,15011988,18860 SHERWOOD,DETROIT,48234,"E SHERWOOD 30 WARRENS FORD PACKARD SUB L37 P71 PLATS, W C R 15/221 37 X 124","$5,200 ",Active, 10-23-018 9:15:00 AM
395,16001469,5717 OTIS,DETROIT,48210,"S OTIS 155 GREUSELS SUB L19 P7 PLATS, WCR 16/73 30 X 125","$14,800 ",Active, 10-23-018 9:15:00 AM
396,16002197,5055 LARCHMONT,DETROIT,48204,"S LARCHMONT 78 BROOKS & KINGONS SUB L27 P32 PLATS, W C R 16/107 30 X 135","$3,900 ",Active, 10-23-018 9:15:00 AM
397,16002423,5389 ALLENDALE,DETROIT,48204,"S ALLENDALE 48 SECURITY LAND COS SUB L29 P85 PLATS, W C R 16/183 30 X 120","$5,100 ",Active, 10-23-018 9:15:00 AM
398,16002543,5333 PACIFIC,DETROIT,48204,"S PACIFIC 85 SECURITY LAND COS SUB L29 P85 PLATS, W C R 16/183 30 X 127.50","$3,300 ",Active, 10-23-018 9:15:00 AM
399,16002948,5357 IVANHOE,DETROIT,48204,"S IVANHOE 165 SECURITY LAND COS SUB L29 P85 PLATS, W C R 16/183 30 X 120","$3,800 ",Active, 10-23-018 9:15:00 AM
400,16003381,7127 LINSDALE,DETROIT,48204,"S LINSDALE 59 HARRAHS LIVERNOIS AVE SUB L36 P90 PLATS, W C R 16/227 35 X 104.26","$8,800 ",Active, 10-23-018 9:15:00 AM
401,16003386,7163 LINSDALE,DETROIT,48204,"S LINSDALE 64 HARRAHS LIVERNOIS AVE SUB L36 P90 PLATS, W C R 16/227 35 X 104.26","$6,400 ",Active, 10-23-018 9:15:00 AM
402,16003553,5014 FERNWOOD,DETROIT,48204,"N FERNWOOD 126 JOHN TIREMANS SUB L32 P10 PLATS, W C R 16/168 35 X 120","$12,400 ",Active, 10-23-018 9:15:00 AM
403,16003659,5198 S CLARENDON,DETROIT,48204,"N CLARENDON SO 286 SECURITY LAND COS SUB L29 P85 PLATS, W C R 16/183 30 X 110","$6,700 ",Active, 10-23-018 9:15:00 AM
404,16003754,5559 S MARTINDALE,DETROIT,48204,"S MARTINDALE SO 257 ADDITION TO DAILEY PARK L31 P49 PLATS, W C R 16/186 34 X 110","$6,900 ",Active, 10-23-018 9:15:00 AM
405,16003838,5049 HILLSBORO,DETROIT,48204,"S HILLSBORO W 35 FT OF E 70 FT 100 IN REAR FREDERICK C MARTINDALE SUB L32 P19 PLATS, W C R 16/167 23 SECOND ADDITION TO DAILEY PARK SUB L32 P47 PLATS, W C R 16/166 35 X 120","$9,000 ",Active, 10-23-018 9:15:00 AM
406,16003861,5189 HILLSBORO,DETROIT,48204,"S HILLSBORO 325 SECURITY LAND COS SUB L29 P85 PLATS, W C R 16/183 47.16 X 110",$600 ,Active, 10-23-018 9:15:00 AM
407,16000366,5661 W FISHER,DETROIT,48209,"S FISHER FWY 1 BLK 14-REEDER JEROME & DUFFIELD SUB L7 P29 PLATS, W C R 16/3 26 X 125","$1,400 ",Active, 10-23-018 9:15:00 AM
408,16003864,5517 HILLSBORO,DETROIT,48204,"S HILLSBORO 315 ADDITION TO DAILEY PARK L31 P49 PLATS, W C R 16/186 34 X 110","$5,900 ",Active, 10-23-018 9:15:00 AM
409,16003967,8924 DAILEY CT,DETROIT,48204,"E DAILEY CT S 51 FT OF N 180 FT OL 29 MCKAY HOWLAND & GRINDLEYS PARTITION L23 P62 PLATS, WCR 16/182 51 X 123.6A",$700 ,Active, 10-23-018 9:15:00 AM
410,16004203,5505 GREENWAY,DETROIT,48204,"S GREENWAY 340 E 17.50 FT 341 DAILEY PARK SUB L29 P80 PLATS, W C R 16/185 52.50 X 120",$700 ,Active, 10-23-018 9:15:00 AM
411,16004231,5544 GREENWAY,DETROIT,48204,"N GREENWAY E 17.50 FT 267 268 DAILEY PARK SUB L29 P80 PLATS, W C R 16/185 52.50 X 120","$9,800 ",Active, 10-23-018 9:15:00 AM
412,16004338,7146 ALASKA ST,DETROIT,48204,"N ALASKA 8 HARRAHS LIVERNOIS AVE SUB L36 P90 PLATS, W C R 16/227 35 X 104.26","$7,700 ",Active, 10-23-018 9:15:00 AM
413,16004607,6329 JOY RD,DETROIT,48204,"S JOY ROAD 36 BAKER & CLARKS SUB L10 P25 PLATS, W C R 16/207 39X103.26","$5,100 ",Active, 10-23-018 9:15:00 AM
414,16004810,7126 CHICAGO,DETROIT,48204,"N--W CHICAGO 53 STEPHENSONS GRAND RIVER SUB L30 P62 PLATS, W C R 16/193 20 X 100","$1,300 ",Active, 10-23-018 9:15:00 AM
415,16004851,5172 CHICAGO,DETROIT,48204,"N--W CHICAGO 320 NARDIN PARK SUB L26 P96 PLATS, W C R 16/191 40 X 120","$14,800 ",Active, 10-23-018 9:15:00 AM
416,16004864,8601 W GRAND RIVER,DETROIT,48204,"S GRAND RIVER 30 THRU 27 JOHN TIREMANS SUB L32 P10 PLATS, W C R 16/168 101.35 IRREG","$3,900 ",Active, 10-23-018 9:15:00 AM
417,16004925,9537 W GRAND RIVER,DETROIT,48204,"S GRAND RIVER W 8 FT 6 7 THRU 9 NORTONS GRAND RIVER AVE SUB L33 P92 PLATS, W C R 16/218 68 IRREG","$7,600 ",Active, 10-23-018 9:15:00 AM
418,16005092,11810 W GRAND RIVER,DETROIT,48204,"N GRAND RIVER 31 THE PHILLIPS MILLAR SUB L39 P4 PLATS, W C R 16/269 20 X 100","$4,000 ",Active, 10-23-018 9:15:00 AM
419,16005112,11032 W GRAND RIVER,DETROIT,48204,"N GRAND RIVER 14 WESTLAWN SUB L31 P68 PLATS, W C R 16/236 26 X 100","$2,600 ",Active, 10-23-018 9:15:00 AM
420,16005232,9694 DUNDEE,DETROIT,48204,"S DUNDEE 293 NARDIN PARK SUB L26 P96 PLATS, W C R 16/191 40 X 120",$400 ,Active, 10-23-018 9:15:00 AM
421,16005459,7114 BURLINGAME,DETROIT,48204,"N BURLINGAME 44 FOLEY FARM SUB L41 P99 PLATS, W C R 16/274 35 X 99","$10,300 ",Active, 10-23-018 9:15:00 AM
422,16005849-50,8243 INTERVALE,DETROIT,48238,"S INTERVALE 338&337 OAKMAN-WALSH-WESTON SUB L50 P48 PLATS, W C R 16/349 40 X 100.06A","$5,400 ",Active, 10-23-018 9:15:00 AM
423,16005907.003L,14350 MEYERS,DETROIT,48227,"S LYNDON S 185 FT OF W 150 FT OF LOT 324ASSESSORS PLAT NO 21 OF PART OF SE 1/4 OF SEC 20 T IS R 11E CITY OF DETROIT,WAYNE CO,MICHIGANL74 P29 PLATS, W C R 16/470 150 X 185","$13,900 ",Active, 10-23-018 9:15:00 AM
424,16006199,7634 CHALFONTE,DETROIT,48238,"N CHALFONTE 59 HUMBER PARK SUB L34 P98 PLATS, W C R 16/251 30 X 120","$5,100 ",Active, 10-23-018 9:15:00 AM
425,16006395,8781 DESOTO,DETROIT,48238,"S DE SOTO 27 LEYS SUB L15 P71 PLATS, WCR 16/255 30 X 101.83A","$5,900 ",Active, 10-23-018 9:15:00 AM
426,16006403,8829 DESOTO,DETROIT,48238,"S DE SOTO 19 LEYS SUB L15 P71 PLATS, WCR 16/255 30 X 102.23A","$6,800 ",Active, 10-23-018 9:15:00 AM
427,16006736,8610 ELLSWORTH,DETROIT,48238,"N ELLSWORTH 151 LEYS SUB L15 P71 PLATS, WCR 16/255 30 X 100","$4,200 ",Active, 10-23-018 9:15:00 AM
428,16006820,7614 ELLSWORTH,DETROIT,48238,"N ELLSWORTH 138 DICKINSON & WHITES SUB L30 P40 PLATS, W C R 16/252 30 X 100","$6,900 ",Active, 10-23-018 9:15:00 AM
429,16006876-7,7001 FENKELL,DETROIT,48238,"S FENKELL 73&72 DICKINSON & WHITES SUB L30 P40 PLATS, W C R 16/252 60 X 100","$13,600 ",Active, 10-23-018 9:15:00 AM
430,16006878,7009 FENKELL,DETROIT,48238,"S FENKELL 71 DICKINSON & WHITES SUB L30 P40 PLATS, W C R 16/252 30 X 100","$9,300 ",Active, 10-23-018 9:15:00 AM
431,16006879-80,7019 FENKELL,DETROIT,48238,"S FENKELL 70 THRU 68 DICKINSON & WHITES SUB L30 P40 PLATS, W C R 16/252 90 X 100","$19,800 ",Active, 10-23-018 9:15:00 AM
432,16007145,10206 FENKELL,DETROIT,48238,"N FENKELL E 11 FT 24 W 17 FT 23 NORTHWESTERN HIGHWAY SUB L45 P44 PLATS, W C R 16/328 28 X 90",500,Active, 10-23-018 9:15:00 AM
433,16007215-6,8230 FENKELL,DETROIT,48238,"N FENKELL 33&34 B H WARKS CLOVERLAWN SUB L47 P58 PLATS, W C R 16/345 41.50 X 98","$14,900 ",Active, 10-23-018 9:15:00 AM
434,16007567-70,8845 PURITAN,DETROIT,48238,"S PURITAN W 10 FT 68 67 THRU 65 RURITAN PARK SUB L44 P22 PLATS, W C R 16/307 73 X 100","$21,200 ",Active, 10-23-018 9:15:00 AM
435,16008387,7009 CURTIS,DETROIT,48221,"S CURTIS W 20.50 FT 29 E 8.50 FT 28 LEE & THATCHERS SUB L14 P49 PLATS, W C R 16/287 29 X 124","$10,900 ",Active, 10-23-018 9:15:00 AM
436,16010851,4695 30TH ST,DETROIT,48210,"W 30TH ST 36 SUB OF OUT LOT 53 PC 30 L16 P78 PLATS, W C R 16/132 30 X 143.61","$10,200 ",Active, 10-23-018 9:15:00 AM
437,16011269,5652 WOODROW,DETROIT,48210,"E WOODROW 85 HARVEYS SUB L18 P45 PLATS, W C R 16/170 30 X 143","$2,600 ",Active, 10-23-018 9:15:00 AM
438,16011386,4819 MILFORD,DETROIT,48210,"W WOODROW W 36.54 FT 1 W 36.54 FT 2 BUTTERFIELDS SUB L16 P51 PLATS, W C R 16/175 60 X 36.54","$5,900 ",Active, 10-23-018 9:15:00 AM
439,16011624,6334 WHITEWOOD,DETROIT,48210,"E WHITEWOOD 364 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 30 X 105","$5,300 ",Active, 10-23-018 9:15:00 AM
440,16011692,6100 IRONWOOD,DETROIT,48210,"E IRONWOOD 287 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 30 X 105","$6,300 ",Active, 10-23-018 9:15:00 AM
441,16011708,6354 IRONWOOD,DETROIT,48210,"E IRONWOOD 271 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 30 X 105","$3,800 ",Active, 10-23-018 9:15:00 AM
442,16011715,6398 IRONWOOD,DETROIT,48210,"E IRONWOOD N 15 FT 265 264 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 45X105","$5,900 ",Active, 10-23-018 9:15:00 AM
443,16011736,6355 IRONWOOD,DETROIT,48210,"W IRONWOOD 241 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 30 X 80.19A","$4,200 ",Active, 10-23-018 9:15:00 AM
444,16011806,5891 BEGOLE,DETROIT,48210,"W BEGOLE 157 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 30 X 105","$5,100 ",Active, 10-23-018 9:15:00 AM
445,16011962,5216 32ND ST,DETROIT,48210,"E 32ND 3 BLK 10-FYFE BARBOUR & WARREN SUB L16 P42 PLATS, W C R 16/99 30 X 100","$3,800 ",Removed from Auction, 10-23-018 9:15:00 AM
446,16012177,5886 VAN COURT,DETROIT,48210,"E VAN COURT 23 BLK 1-ROBERT M GRINDLEYS SUB L15 P32 PLATS, W C R 16/100 30 X 118","$4,300 ",Active, 10-23-018 9:15:00 AM
447,16012267-8,5915 VAN COURT,DETROIT,48210,"W VAN COURT 28 & 27;B2 ROBERT M GRINDLEYS L15 P32 PLATS, W C R 16/100 60 X 111","$6,000 ",Active, 10-23-018 9:15:00 AM
448,16012617,6036 NORTHFIELD,DETROIT,48210,"E NORTHFIELD 38 BLK 3-ROBERT M GRINDLEYS SUB L15 P32 PLATS, W C R 16/100 30 X 115","$3,900 ",Active, 10-23-018 9:15:00 AM
449,16012642,6344 NORTHFIELD,DETROIT,48204,"E NORTHFIELD 65 BLK 3-ROBERT M GRINDLEYS SUB L15 P32 PLATS, W C R 16/100 30 X 115","$4,100 ",Active, 10-23-018 9:15:00 AM
450,16012668,8936 NORTHFIELD,DETROIT,48204,"E NORTHFIELD N 30 FT OF S 240 FT O L 21 MCKAY HOWLAND & GRINDLEYS PLAT L23 P62 PLATS, W C R 16/182 30 X 110","$1,700 ",Active, 10-23-018 9:15:00 AM
451,16013410,5838 HAZLETT,DETROIT,48210,"E HAZLETT 8 BLK 5-ROBERT M GRINDLEYS SUB L15 P32 PLATS, W C R 16/100 30 X 115","$8,100 ",Active, 10-23-018 9:15:00 AM
452,16013476,6428 HAZLETT,DETROIT,48210,"E HAZLETT 79 BLK 5-ROBERT M GRINDLEYS SUB L15 P32 PLATS, W C R 16/100 30 X 115","$2,300 ",Active, 10-23-018 9:15:00 AM
453,16013868,5635 PARKDALE TR,DETROIT,48210,"W PARKDALE TERRACE 22 BLK 4-FYFE BARBOUR & WARRENS SUB L16 P42 PLATS, W C R 16/99 30 X 100","$5,700 ",Active, 10-23-018 9:15:00 AM
454,16013998,8517 COLFAX,DETROIT,48204,"W COLFAX 39 ADDITION TO DAILEY PARK L31 P49 PLATS, W C R 16/186 34 X 110","$4,700 ",Active, 10-23-018 9:15:00 AM
455,16014750,6092 EPWORTH,DETROIT,48210,"E EPWORTH 63 BLK 2 J MOTT WILLIAMS SUB L22 P34 PLATS, W C R 16/105 30 X 142","$3,800 ",Active, 10-23-018 9:15:00 AM
