1,PropertyID,Street,City   ,ZipCode,Legal,SEV,Status,Closing date
1022,22041363,13951 MARLOWE,DETROIT,48227,"W MARLOWE 112 SCHOOLCRAFT SUB NO 3 L31 P42 PLATS, W C R 22/78 40 X 120","$4,800 ",Active, 10-24-018 12:15:00 PM
1023,22041421,12691 MARLOWE,DETROIT,48227,"W MARLOWE 332 STRATHMOOR SUB L32 P22 PLATS, W C R 22/73 40 X 100","$4,300 ",Active, 10-24-018 12:15:00 PM
1024,22041779,12866 LAUDER,DETROIT,48227,"E LAUDER 415 STRATHMOOR SUB L32 P22 PLATS, W C R 22/73 40 X 100","$6,400 ",Active, 10-24-018 12:30:00 PM
1025,22041836,14226 LAUDER,DETROIT,48227,"E LAUDER 180 B E TAYLORS MONMOOR SUB L33 P20 PLATS, W C R 22/83 35 X 100","$7,800 ",Active, 10-24-018 12:30:00 PM
1026,22042405,15347 LAUDER,DETROIT,48227,"W LAUDER 620 & E 8 FT OF VAC ALLEY ADJ B E TAYLORS BELMONT SUB L41 P44 PLATS, W C R 22/43 40 X 136.90","$13,800 ",Active, 10-24-018 12:30:00 PM
1027,22042699,8319 LAUDER DETROIT,DETROIT,48228,"W LAUDER 156 OBENAUER-BARBER-LAING ORCHARD BLVD SUB L46 P90 PLATS, W C R 22/544 36 X 102","$8,000 ",Active, 10-24-018 12:30:00 PM
1028,22042971,14284 TERRY,DETROIT,48227,"E TERRY 280 B E TAYLORS MONMOOR SUB L33 P20 PLATS, W C R 22/83 35 X 100","$6,700 ",Active, 10-24-018 12:30:00 PM
1029,22043000,14642 TERRY,DETROIT,48227,"E TERRY 866 B E TAYLORS MONMOOR SUB NO 3 L36 P39 PLATS, W C R 22/117 35 X 100","$7,800 ",Active, 10-24-018 12:30:00 PM
1030,22043035,14901 TERRY,DETROIT,48227,"W TERRY 186 B E TAYLORS HOLLYWOOD SUB L41 P3 PLATS, W C R 22/99 41 X 100","$10,900 ",Active, 10-24-018 12:30:00 PM
1031,22043182,12675 TERRY,DETROIT,48227,"W TERRY 522 B E TAYLORS MONMOOR SUB NO 2 L34 P2 PLATS, W C R 22/60 40 X 120.20",$500 ,Active, 10-24-018 12:30:00 PM
1032,22043638,14312 ROBSON,DETROIT,48227,"E ROBSON 362 B E TAYLORS MONMOOR SUB L33 P20 PLATS, W C R 22/83 35 X 100","$7,400 ",Active, 10-24-018 12:30:00 PM
1033,22044344,13393 ROBSON,DETROIT,48227,"W ROBSON 60 SCHOOLCRAFT PARK SUB L31 P100 PLATS, W C R 22/86 40 X 145","$8,300 ",Active, 10-24-018 12:30:00 PM
1034,22044700,9576 COYLE,DETROIT,48227,"E COYLE 331 NICHOLSON PARK SUB L52 P53 PLATS, W C R 22/563 36 X 105.72A","$11,800 ",Active, 10-24-018 12:30:00 PM
1035,22044881,14240 COYLE,DETROIT,48227,"E COYLE 437 B E TAYLORS MONMOOR SUB L33 P20 PLATS, W C R 22/83 35 X 90.77A","$9,100 ",Active, 10-24-018 12:30:00 PM
1036,22044895,14338 COYLE,DETROIT,48227,"E COYLE 451 B E TAYLORS MONMOOR SUB L33 P20 PLATS, W C R 22/83 35 X 91.26A","$7,800 ",Active, 10-24-018 12:30:00 PM
1037,22045533,14375 COYLE,DETROIT,48227,"W COYLE 1152 B E TAYLORS MONMOOR SUB NO 4 L36 P65 PLATS, W C R 22/114 35 X 123.90","$12,300 ",Active, 10-24-018 12:30:00 PM
1038,22045745,9255 COYLE,DETROIT,48228,"W COYLE 168 PLYMOUTH GARDENS SUB L48 P39 PLATS, W C R 22/552 35 X 106","$12,500 ",Active, 10-24-018 12:30:00 PM
1039,22045787,8631 COYLE,DETROIT,48228,"W COYLE 1118 FRISCHKORNS WEST CHICAGO BOULEVARD SUB L46 P11-2 PLATS, W C R 22/540 35 X 106","$6,800 ",Active, 10-24-018 12:30:00 PM
1040,22046119,14000 SUSSEX,DETROIT,48227,"E SUSSEX 18 HAMPTON ROADS SUB L34 P64 PLATS, W C R 22/63 37.5 X 122.4","$10,400 ",Active, 10-24-018 12:30:00 PM
1041,22047453,14600 WHITCOMB,DETROIT,48227,"E WHITCOMB 33 EXC S 35 FT AVON PARK ANNEX SUB L32 P2 PLATS, W C R 22/108 37.77 IRREG","$8,800 ",Active, 10-24-018 12:30:00 PM
1042,22048648,15484 PREST,DETROIT,48227,"E PREST 162 B E TAYLORS BELMONT SUB L41 P44 PLATS, W C R 22/43 40 X 130","$13,000 ",Active, 10-24-018 12:30:00 PM
1043,22049374,9153 PREST,DETROIT,48228,,,Active, 10-24-018 12:45:00 PM
1044,22049412,8583 PREST,DETROIT,48228,"W PREST 673 FRISCHKORNS W CHICAGO BLVD SUB L46 P11-2 PLATS, W C R 22/540 35 X 100","$8,700 ",Active, 10-24-018 12:45:00 PM
1045,22049792-801,11360 GREENFIELD,DETROIT,48227,"E GREENFIELD E 87.27 FT 7 THRU 1 AVIATION PARK SUB L49 P98 PLATS, W C R 22/565 67 THRU 65 DIVISION & NEW PLYMOUTH AVE SUB L51 P36 PLATS, W C R 22/566 200 X 87.27","$234,700 ",Active, 10-24-018 12:45:00 PM
1046,22050192,18430 GREENFIELD,DETROIT,48235,E INGLEWOOD N 4.5 FT 497 498 S 3.25 FT 499INGLEWOOD PARK SUB NO 2 L52 P38 PLATS W C R 22/242 27.75 X 100,"$11,200 ",Active, 10-24-018 12:45:00 PM
1047,22050625,18517 GREENFIELD,DETROIT,48235,"W GREENFIELD 259 N 3 FT 258 EXC GREENFIELD AS WD LAURELHURST SUB L47 P16 PLATS, W C R 22/434 24.17 IRREG","$7,900 ",Active, 10-24-018 12:45:00 PM
1048,22050668-9,18255 GREENFIELD,DETROIT,48235,"W GREENFIELD S 14 FT 215 N 13 FT 214 EXC GREENFIELD AS WD LAURELHURST SUB L47 P16 PLATS, W C R 22/434 27 X 100","$6,100 ",Active, 10-24-018 12:45:00 PM
1049,22051990,18518 WINTHROP,DETROIT,48235,"E WINTHROP 166 LAURELHURST SUB L47 P16 PLATS, W C R 22/434 40.32 IRREG","$9,900 ",Active, 10-24-018 12:45:00 PM
1050,22052893,9328 MONTROSE,DETROIT,48227,"E MONTROSE 73 LONNQUISTS PLYMOUTH HTS SUB NO 1 L43 P28 PLATS, WCR 22/200 40 X 108","$10,700 ",Active, 10-24-018 12:45:00 PM
1051,22053652,7720 FORRER,DETROIT,48228,"E FORRER 355 GAYNOR PARK SUB NO 1 L46 P64 PLATS, W C R 22/244 40 X 132.50","$9,900 ",Active, 10-24-018 12:45:00 PM
1052,22053702,9344 FORRER,DETROIT,48227,"E FORRER 95 LONNQUISTS PLYMOUTH HEIGHTS SUB NO 1 L43 P28 PLATS, WCR 22/200 40 X 108","$5,400 ",Active, 10-24-018 12:45:00 PM
1053,22053737,9956 FORRER,DETROIT,48227,"E FORRER 473 FRISCHKORNS DYNAMIC SUB L48 P66 PLATS, W C R 22/194 35 X 125","$5,200 ",Active, 10-24-018 12:45:00 PM
1054,22053773,11640 FORRER,DETROIT,48227,"E FORRER N 17 FT 227 228 FRISCHKORNS WARREN GRAND SUB L47 P52 PLATS, W C R 22/205 51 X 120","$7,900 ",Active, 10-24-018 12:45:00 PM
1055,22054229.002L,19737 FORRER,DETROIT,48235,"W FORRER S 40 FT OF N 80 FT 74 MURRAY HILL ALLOTMENT L37 P16 PLATS, W C R 22/344 40 X 160","$10,200 ",Active, 10-24-018 12:45:00 PM
1056,22055767,9964 RUTHERFORD,DETROIT,48227,"E RUTHERFORD 608 FRISCHKORNS DYNAMIC SUB L48 P66 PLATS, W C R 22/194 35 X 118","$7,400 ",Active, 10-24-018 12:45:00 PM
1057,22056282-3,19325 RUTHERFORD,DETROIT,48235,"W RUTHERFORD 483 N 17.5 FT 482 LONGVIEW SUB L43 P81 PLATS, W C R 22/347 52.5 X 109","$11,200 ",Active, 10-24-018 12:45:00 PM
1058,22056657,11701 RUTHERFORD,DETROIT,48227,"W RUTHERFORD 374 FRISCHKORNS WARREN GRAND SUB L47 P52 PLATS, W C R 22/205 35 X 120","$6,300 ",Active, 10-24-018 12:45:00 PM
1059,22057455,19310 MANSFIELD,DETROIT,48235,"E MANSFIELD 438 S 17.5 FT 437 LONGVIEW SUB L43 P81 PLATS, W C R 22/347 52.5 X 109","$8,500 ",Active, 10-24-018 12:45:00 PM
1060,22057549,19307 MANSFIELD,DETROIT,48235,"W MANSFIELD 344 LONGVIEW SUB L43 P81 PLATS, W C R 22/347 35 X 109","$9,600 ",Active, 10-24-018 12:45:00 PM
1061,22058280,7522 ST MARYS,DETROIT,48228,"E ST MARYS 30 FRISCHKORNS WARREN AVE GARDENS SUB L39 P100 PLATS, W C R 22/246 35 X 129.27A",$300 ,Active, 10-24-018 12:45:00 PM
1062,22058394,9980 ST MARYS,DETROIT,48227,"E ST MARYS 742 FRISCHKORNS DYNAMIC SUB L48 P66 PLATS, W C R 22/194 35.85 IRREG","$9,100 ",Active, 10-24-018 12:45:00 PM
1063,22058402,10040 ST MARYS,DETROIT,48227,"E ST MARYS 734 FRISCHKORNS DYNAMIC SUB L48 P66 PLATS, W C R 22/194 40 X 124","$5,800 ",Active, 10-24-018 12:45:00 PM
1064,22059311,11319 ST MARYS,DETROIT,48227,"W ST MARYS 756 FRISCHKORNS DYNAMIC SUB L48 P66 PLATS, W C R 22/194 40 X 124","$8,600 ",Active, 10-24-018 12:45:00 PM
1065,22059798,12250 METTETAL,DETROIT,48227,"E METTETAL 1846 FRISCHKORNS GRAND-DALE SUB NO 3 L52 P3 PLATS, W C R 22/206 35 X 124","$7,000 ",Active, 10-24-018 1:00:00 PM
1066,22060653,12151 METTETAL,DETROIT,48227,"W METTETAL 1837 FRISCHKORNS GRAND DALE SUB NO 3 L52 P3 PLATS, W C R 22/206 38.80 X 117.47","$8,400 ",Active, 10-24-018 1:00:00 PM
1067,22061625,19432 ASBURY PARK,DETROIT,48235,"E ASBURY PARK 28 LONGVIEW SUB L43 P81 PLATS, W C R 22/347 35 X 109","$9,600 ",Active, 10-24-018 1:00:00 PM
1068,22061757-8,19311 ASBURY PARK,DETROIT,48235,W ASBURY PARK 1058&1057 AND E 8 FT OF VAC ALLEY ADJ HOMELANDS SUB L35 P12 PLATS W C R 22/343 60 X 113,"$12,200 ",Active, 10-24-018 1:00:00 PM
1069,22061836,17573 ASBURY PARK,DETROIT,48235,"W ASBURY PARK 11 B E TAYLORS WILMOOR SUB L44 P2 PLATS, W C R 22/2 35 X 107.56","$5,800 ",Active, 10-24-018 1:00:00 PM
1070,22062632,12266 WOODMONT,DETROIT,48227,"E WOODMONT 2766 FRISCHKORNS GRANDALE SUB NO 8 L67 P15 PLATS, W C R 22/695 42 X 117.75","$6,900 ",Active, 10-24-018 1:00:00 PM
1071,22062872,13513 WOODMONT,DETROIT,48227,"W WOODMONT 105 AND E 9 FT OF VAC ALLEY ADJ ROYCOURT SUB L49 P62 PLATS, W C R 22/150 40 X 133","$15,900 ",Active, 10-24-018 1:00:00 PM
1072,22062878,12921 WOODMONT,DETROIT,48227,"W WOODMONT 99 & E 9 FT VAC ALLEY ADJ ROYCOURT SUB L49 P62 PLATS, W C R 22/150 40 X 133","$16,300 ",Active, 10-24-018 1:00:00 PM
1073,22062996,9617 WOODMONT,DETROIT,48227,"W WOODMONT 673 FRISCHKORNS GRAND-DALE SUB L50 P66 PLATS, W C R 22/196 35 X 124.25",$300 ,Active, 10-24-018 1:00:00 PM
1074,22064148,19718 BILTMORE,DETROIT,48235,"E BILTMORE N 10 FT 811 810 AND W 8 FT OF VAC ALLEY ADJ HOMELANDS SUB L35 P12 PLATS, W C R 22/343 40 X 120","$6,900 ",Active, 10-24-018 1:00:00 PM
1075,22064215,20579 BILTMORE,DETROIT,48235,"W BILTMORE S 27.75 FT 929 AND E 9 FT OF VAC ALLEY ADJ MADISON PARK SUB L53 P12 PLATS, W C R 22/341 27.75 X 130","$1,700 ",Active, 10-24-018 1:00:00 PM
1076,22065064,12019 GRANDMONT,DETROIT,48227,"W GRANDMONT 1499 FRISCHKORNS GRAND-DALE SUB NO 3 L52 P3 PLATS, WCR 22/206 35 X 124.25","$6,800 ",Active, 10-24-018 1:00:00 PM
1077,22065465,18010 GILCHRIST,DETROIT,48235,"E GILCHRIST 112 RUTLAND OUTER DRIVE SUB NO 1 L45 P93 PLATS, W C R 22/3 40 X 135.93A","$6,100 ",Active, 10-24-018 1:00:00 PM
1078,22065530-1,19350 GILCHRIST,DETROIT,48235,"E GILCHRIST 680 S 10 FT OF 679 AND W 8 FT OF VAC ALLEY ADJ HOMELANDS SUB L35 P12 PLATS, W C R 22/343 40 X 113","$7,500 ",Active, 10-24-018 1:00:00 PM
1079,22065545-6,19444 GILCHRIST,DETROIT,48235,"E GILCHRIST N 5 FT OF 666 665 S 5 FT OF 664 AND W 8 FT OF VAC ALLEY ADJ HOMELANDS SUB L35 P12 PLATS, W C R 22/343 40 X 113","$4,600 ",Active, 10-24-018 1:00:00 PM
1080,22065697,19713 GILCHRIST,DETROIT,48235,"W GILCHRIST S 20 FT 616 N 20 FT 615 AND E 8 FT OF VAC ALLEY ADJ HOMELANDS SUB L35 P12 PLATS, W C R 22/343 40 X 113","$8,800 ",Active, 10-24-018 1:00:00 PM
1081,22065709,19457 GILCHRIST,DETROIT,48235,"W GILCHRIST S 27.50 FT 604 N 15 FT 603 AND E 8 FT OF VAC ALLEY ADJ HOMELANDS SUB L35 P12 PLATS, W C R 22/343 42.50 X 113","$6,200 ",Active, 10-24-018 1:00:00 PM
1082,22066188,12046 ABINGTON AVE,DETROIT,48227,"E ABINGTON 1443 FRISCHKORNS GRAND-DALE SUB NO 3 L52 P3 PLATS, W C R 22/206 35 X 124.25","$6,400 ",Active, 10-24-018 1:00:00 PM
1083,22066990,20000 LINDSAY DETROIT,DETROIT,48235,"E LINDSAY 297 AND W 9 FT OF VAC ALLEY ADJ MADISON PARK SUB L53 P12 PLATS, W C R 22/341 40 X 130","$6,500 ",Active, 10-24-018 1:00:00 PM
1084,22067661,12216 MEMORIAL,DETROIT,48227,"E MEMORIAL 1318 AND W 9FT OF VAC ALLEY ADJ FRISCHKORNS GRAND-DALE SUB NO 3 L52 P3 PLATS, W C R 22/206 35 X 136.28A","$6,900 ",Removed from Auction, 10-24-018 1:00:00 PM
1085,22067869,9383 MEMORIAL,DETROIT,48227,"W MEMORIAL 54 AMENDED PLAT HENDRY PARK SUB L57 P96 PLATS, W C R 22/313 40 X 128.45A","$8,200 ",Active, 10-24-018 1:00:00 PM
1086,22070364,12040 LONGACRE,DETROIT,48227,"E LONGACRE 370 FRISCHKORNS GRAND VIEW SUB L48 P72 PLATS, W C R 22/207 35 X 124","$4,700 ",Active, 10-24-018 1:15:00 PM
1087,22070690,11707 LONGACRE,DETROIT,48227,"W LONGACRE 276 FRISCHKORNS GRAND VIEW SUB L48 P72 PLATS, W C R 22/207 35 X 124","$8,500 ",Active, 10-24-018 1:15:00 PM
1088,22070797,7835 LONGACRE,DETROIT,48228,"W LONGACRE 604 AND E 9 FT OF VAC ALLEY ADJ WEST HAVEN NO 1 SUB L43 P37 PLATS, W C R 22/251 40 X 124",$400 ,Active, 10-24-018 1:15:00 PM
1089,22070816,7535 LONGACRE,DETROIT,48228,"W LONGACRE 623 & E 9 FT VAC ALLEY ADJ WEST HAVEN NO 1 SUB L43 P37 PLATS, W C R 22/251 40 X 124","$10,500 ",Active, 10-24-018 1:15:00 PM
1090,22071487-8,19744 ARCHDALE,DETROIT,48235,"E ARCHDALE 180 S 5 FT 181 AND W 9 FT OF VAC ALLEY ADJ COLLEGE HEIGHTS SUB L49 P80 PLATS, W C R 22/342 40 X 113","$7,500 ",Active, 10-24-018 1:15:00 PM
1091,22071519,20084 ARCHDALE,DETROIT,48235,"E ARCHDALE 157 AND W 9 FT OF VAC ALLEY ADJ MADISON PARK SUB L53 P12 PLATS, W C R 22/341 40 X 130","$9,900 ",Active, 10-24-018 1:15:00 PM
1092,22071573,20201 ARCHDALE,DETROIT,48235,"W ARCHDALE 693 AND E 9 FT OF VAC ALLEY ADJ MADISON PARK SUB L53 P12 PLATS, W C R 22/341 40 X 130","$7,900 ",Active, 10-24-018 1:15:00 PM
1093,22072071,9997 ARCHDALE,DETROIT,48227,"W ARCHDALE 2678 FRISCHKORNS GRAND-DALE SUB NO 7 L59 P6 PLATS, W C R 22/591 37.95 X 123","$9,200 ",Active, 10-24-018 1:15:00 PM
1094,22074506-7,8633 SOUTHFIELD,DETROIT,48228,"W SOUTHFIELD W 54.98 FT ON N LINE BG W 58.11 FT ON S LINE 55&56 MONDALE PARK SUB L49 P15 PLATS, W C R 22/261 40.12 IRREG","$18,000 ",Active, 10-24-018 1:15:00 PM
1095,22074786,8278 ASHTON,DETROIT,48228,"E ASHTON 112 MONDALE PARK SUB L49 P15 PLATS, W C R 22/261 35 X 114","$3,200 ",Active, 10-24-018 1:15:00 PM
1096,22074838,9046 ASHTON,DETROIT,48228,"E ASHTON N 30 FT 79 S 15 FT 80 & W 10 FT VAC ALLEY ADJ DANA PARK SUB L57 P91 PLATS, W C R 22/314 45 X 119",$400 ,Active, 10-24-018 1:15:00 PM
1097,22076039,6046 ROSEMONT,DETROIT,48228,"E ROSEMONT 196 RYCRAFT PARK SUB L42 P25 PLATS, W C R 22/272 42 X 128 NEZ CERT #2007-1217 PARCEL #27071217.","$13,000 ",Active, 10-24-018 1:15:00 PM
1098,22076146,7406 ROSEMONT,DETROIT,48228,"E ROSEMONT 170 WESTHAVEN SUB L40 P75 PLATS, W C R 22/213 40 X 128","$9,900 ",Active, 10-24-018 1:15:00 PM
1099,22077250,8271 ROSEMONT,DETROIT,48228,"W ROSEMONT 252 AND E 9FT OF VAC ALLEY ADJ MONDALE PARK SUB L49 P15 PLATS, W C R 22/261 35 X 137","$6,900 ",Active, 10-24-018 1:15:00 PM
1100,22077291,7717 ROSEMONT,DETROIT,48228,"W ROSEMONT 191 AND E 9 FT VAC ALLEY ADJ WESTHAVEN SUB L40 P75 PLATS, W C R 22/213 49.77 IRREG","$9,000 ",Active, 10-24-018 1:15:00 PM
1101,22077566,7794 PENROD,DETROIT,48228,"E PENROD 177 AND W 9 FT VAC ALLEY ADJ RICHLAND PARK SUB L41 P63 PLATS, W C R 22/260 40 X 137","$7,200 ",Active, 10-24-018 1:15:00 PM
1102,22078024,11627 PENROD,DETROIT,48228,"W PENROD 454 AND E 9 FT OF VAC ALLEY ADJ LASHLEY COX LAND COS PLYMOUTH MILL RD SUB L50 P61 PLATS, W C R 22/209 37 X 134",$400 ,Active, 10-24-018 1:15:00 PM
1103,22078948,19465 FAUST,DETROIT,48219,"W FAUST 135 AND E 9 FT OF VAC ALLEY ADJ SOUTHFIELD WOODS SUB L56 P69 PLATS, W C R 22/526 40 X 135","$7,500 ",Active, 10-24-018 1:15:00 PM
1104,22081035,8852 BRACE,DETROIT,48228,"E BRACE N 28 FT 162 S 12 FT 161 BONAPARTE PARK HEIGHTS SUB L54 P26 PLATS, W C R 22/340 40 X 115.77A","$8,200 ",Active, 10-24-018 1:15:00 PM
1105,22083356,19934 STAHELIN,DETROIT,48228,,,Active, 10-24-018 1:30:00 PM
1106,22085323,9579 ARTESIAN,DETROIT,48228,"W ARTESIAN S 15 FT 479 478 AND E 10 FT OF VAC ALLEY ADJ PALMER GROVE PARK SUB NO 1 L55 P89 PLATS, W C R 22/325 35 X 110","$9,400 ",Active, 10-24-018 1:30:00 PM
1107,22087403,18731 SHAFTSBURY,DETROIT,48219,"W SHAFTSBURY 1230 BROOKLINE SUB NO 4 L43 P67 PLATS, W C R 22/418 40 X 130","$6,200 ",Active, 10-24-018 1:30:00 PM
1108,22087418,18489 SHAFTSBURY,DETROIT,48219,"W SHAFTSBURY S 22 FT 1209 N 20 FT 1208 BROOKLINE SUB NO 4 L43 P67 PLATS, W C R 22/418 42 X 130","$7,400 ",Active, 10-24-018 1:30:00 PM
1109,22088614,18759 GRANDVILLE,DETROIT,48219,"W GRANDVILLE 1105 BROOKLINE NO 4 SUB L43 P67 PLATS, W C R 22/418 40 X 121","$6,000 ",Active, 10-24-018 1:30:00 PM
1110,22090547,8034 MINOCK,DETROIT,48228,"E MINOCK 107 W 9 FT OF VAC ALLEY ADJ SLOANS PARK DRIVE SUB L48 P52 PLATS, W C R 22/267 35 X 135","$9,300 ",Active, 10-24-018 1:30:00 PM
1111,22091411,9941 MINOCK,DETROIT,48228,"W MINOCK S 10 FT 132 N 30 FT 131 & E 9 FT OF VAC ALLEY ADJ J C LASHLEYS WEST CHICAGO BLVD & EVERGREEN SUB L52 P80 PLATS, W C R 22/211 40 X 135.01","$7,200 ",Active, 10-24-018 1:30:00 PM
1112,22091459,9091 MINOCK,DETROIT,48228,"W MINOCK S 20 FT 179 N 20 FT 178 WARRENDALE WARSAW SUB L47 P33 PLATS, W C R 22/208 40 X 126","$9,700 ",Active, 10-24-018 1:30:00 PM
1113,22092727,12225 AUBURN,DETROIT,48228,"W AUBURN 327 FOGLES PLYMOUTH EVERGREEN PARK SUB L57 P59 PLATS, W C R 22/328 35 X 126","$7,200 ",Active, 10-24-018 1:30:00 PM
1114,22092824,9223 AUBURN,DETROIT,48228,"W AUBURN S 10 FT 334 N 30 FT 333 WARRENDALE WARSAW SUB L47 P33 PLATS, W C R 22/208 40 X 124",$400 ,Active, 10-24-018 1:30:00 PM
1115,22092950,7401 AUBURN,DETROIT,48228,"W AUBURN 281 SLOAN WALSH WEST WARREN SUB L41 P56 PLATS, W C R 22/266 35 X 124","$7,600 ",Active, 10-24-018 1:30:00 PM
1116,22093666,8226 PLAINVIEW,DETROIT,48228,E PLAINVIEW 212 & W 9 FT OF VAC ALLEY ADJ WARRENDALE PARKSIDE SUB L47 P26 PLATS W C R 22/268 35 X 133.08A,$300 ,Active, 10-24-018 1:30:00 PM
1117,22094489,14387 PLAINVIEW,DETROIT,48223,"W PLAINVIEW 290 B E TAYLORS BRIGHTMOOR MOREL SUB L50 P50 PLATS, W C R 22/508 34 X 113.78A",$200 ,Active, 10-24-018 1:30:00 PM
1118,22094565,12095 PLAINVIEW,DETROIT,48228,"W PLAINVIEW S 33 FT 435 N 8 FT 436 FOGLES PLYMOUTH EVERGREEN PARK SUB L57 P59 PLATS, W C R 22/328 41 X 120","$8,400 ",Active, 10-24-018 1:30:00 PM
1119,22094825,6825 PLAINVIEW,DETROIT,48228,"W PLAINVIEW 97 FRISCHKORNS ESTATES SUB L42 P93 PLATS, W C R 22/275 35 X 125","$8,600 ",Active, 10-24-018 1:30:00 PM
1120,22095254,9012 EVERGREEN,DETROIT,48228,"E EVERGREEN RD N 6 FT 595 594 S 0.5 FT 593 WARRENDALE WARSAW SUB L47 P33 PLATS, W C R 22/208 26.5 X 113","$6,300 ",Active, 10-24-018 1:30:00 PM
1121,22095835-6,18480 EVERGREEN,DETROIT,48219,"E EVERGREEN RD 2094&2093 BROOKLINE NO 6 SUB L45 P18 PLATS, W C R 22/417 40 X 100","$5,700 ",Active, 10-24-018 1:30:00 PM
1122,22096238-9,17131 EVERGREEN,DETROIT,48219,"W EVERGREEN ROAD 3 GRAND RIVER-EVERGREEN PK SUB L41 P16 PLATS, W C R 22/410 70 X 102",$600 ,Active, 10-24-018 1:30:00 PM
1123,22096767-8,9937 EVERGREEN,DETROIT,48228,"W EVERGREEN RD 74&75 AND E 10 FT OF VAC ALLEY ADJ MAPLES WOODS SUB L62 P14 PLATS, W C R 22/650 40 X 110","$10,500 ",Active, 10-24-018 1:30:00 PM
1124,22097372,8032 VAUGHAN,DETROIT,48228,"E VAUGHAN 388 & W 10 FT OF VAC ALLEY ADJ WARRENDALE-PARKSIDE SUB NO 1 L46 P75 PLATS, W C R 22/ 280 35 X 137","$10,800 ",Active, 10-24-018 1:30:00 PM
1125,22097388,8234 VAUGHAN,DETROIT,48228,,,Active, 10-24-018 1:45:00 PM
1126,22097399,8310 VAUGHAN,DETROIT,48228,"E VAUGHAN 415 & W 10 FT OF VAC ALLEY ADJ WARRENDALE-PARKSIDE SUB #1 L46 P75 PLATS, W C R 22/280 35 X 137","$6,800 ",Active, 10-24-018 1:45:00 PM
1127,22097865,17364 VAUGHAN,DETROIT,48219,"E VAUGHAN N 44 FT 59 WESTVIEW PARK SUB L43 P18 PLATS, W C R 22/409 44 X 103","$1,300 ",Active, 10-24-018 1:45:00 PM
1128,22097867,17376 VAUGHAN,DETROIT,48219,"E VAUGHAN N 35 FT 58 WESTVIEW PARK SUB L43 P18 PLATS, W C R 22/409 35 X 103","$8,300 ",Active, 10-24-018 1:45:00 PM
1129,22098360,14551 VAUGHAN,DETROIT,48223,"W VAUGHAN 327 AND E 9 FT OF VAC ALLEY ADJ B E TAYLORS CORONADO SUB L54 P84 PLATS, W C R 22/496 40 X 115","$2,100 ",Active, 10-24-018 1:45:00 PM
1130,22098498,11657 VAUGHAN,DETROIT,48228,"W VAUGHAN 171 MAPLES PARK SUB NO 1 L54 P39 PLATS, W C R 22/595 35 X 125","$9,800 ",Active, 10-24-018 1:45:00 PM
1131,22099342.02,19016 HEYDEN,DETROIT,48219,"E HEYDEN 3 EDWARD ROSE HEYDEN AVE SUB L70 P90 PLATS, W C R 22/718 40 X 103.01A","$6,100 ",Active, 10-24-018 1:45:00 PM
1132,22099436,19777 HEYDEN,DETROIT,48219,"W HEYDEN S 10 FT 194 193 LONGACRES SUB L43 P8 PLATS, W C R 22/356 40 X 120","$10,900 ",Active, 10-24-018 1:45:00 PM
1133,22099472,18997 HEYDEN,DETROIT,48219,"W HEYDEN 78 BRIGHTSIDE SUB L58 P16 PLATS, W C R 22/590 40 X 122.35","$7,700 ",Active, 10-24-018 1:45:00 PM
1134,22099514,18267 HEYDEN,DETROIT,48219,"W HEYDEN 175 RADIO SUB NO 1 L44 P37 PLATS, W C R 22/403 35 X 108.35","$4,900 ",Active, 10-24-018 1:45:00 PM
1135,22099542,17635 HEYDEN,DETROIT,48219,"W HEYDEN 3 RADIO SUB L44 P36 PLATS, W C R 22/407 35 X 106.67A","$7,800 ",Active, 10-24-018 1:45:00 PM
1136,22099748,14161 HEYDEN,DETROIT,48223,"W HEYDEN S 131.66 FT OF E 1/2 OF S E 1/4 OF S E 1/4 OF SEC 22 T1S R10E LYG BETW HEYDEN AVE AS OP & CHAVEYS SCHOOLCRAFT SUB & N & ADJ L S MATTISONS SUB ALSO N 131.66 FT OF S 409.50 FT LOT 131 CHAVEYS SCHOOLCRAFT SUB L46 P7 PLATS, W C R 22/500 131.66 X 1","$1,100 ",Active, 10-24-018 1:45:00 PM
1137,22100365,18434 KENTFIELD,DETROIT,48219,"E KENTFIELD N 23 FT 191 S 16 FT 190 SUNBEAM HEIGHTS SUB L47 P85 PLATS, W C R 22/402 39 X 123","$8,100 ",Active, 10-24-018 1:45:00 PM
1138,22100574,18269 KENTFIELD DETROIT,DETROIT,48219,"W KENTFIELD 219 RADIO SUB NO 1 L44 P37 PLATS, W C R 22/403 35 X 138","$7,300 ",Active, 10-24-018 1:45:00 PM
1139,22101005,9036 STOUT,DETROIT,48228,"E STOUT N 5 FT 950 951 & W 9 FT OF VAC ALLEY ADJ WARRENDALE WARSAW SUB NO 1 L47 P34 PLATS, W C R 22/210 40 X 134.02","$6,800 ",Active, 10-24-018 1:45:00 PM
1140,22101446-7,19400 STOUT,DETROIT,48219,"E STOUT 320 S 10 FT 319 LONGACRES SUB L43 P8 PLATS, W C R 22/356 47.06 X 120","$8,600 ",Active, 10-24-018 1:45:00 PM
1141,22101892,13611 STOUT,DETROIT,48223,"W STOUT 363 BRIGHTMOOR-RIGOULOT SUB L49 P14 PLATS, W C R 22/515 34 X 125",$500 ,Active, 10-24-018 1:45:00 PM
